title,author,company,abstract
Healthcare Cost Analysis of Older Patients Using a Personal Emergency Response Service Uncovers Costs Savings Opportunity,"Mariana Simons, Sara Golas, Stephen Agboola, Jorn op den Buijs, Nils Fischer, Jennifer Felsted, Linda Schertzer",iproc 2017;3(1):e26,"Background: In the US healthcare system, half of overall Medicare and Medicaid Services reimbursement goes towards caring for the top 5% most expensive patients. However, little is known about how these patients' costs change annually prior to them reaching the top 5%. To address these gaps and investigate potential cost savings opportunities, we analyzed patient flow and associated healthcare cost trends over the period 2011-2015.Objective: To evaluate longitudinal trends in healthcare cost of older patients using Personal Emergency Response Service (PERS).Methods: This is a retrospective, longitudinal, multicenter study to evaluate healthcare cost of 2,643 older patients over the period 2011-2015. All patients had at least one inpatient and/or outpatient encounter, and at least one episode of home health care during the study period. In addition, all patients used PERS at home anytime during the study period. The study population was segmented by their annual healthcare expenditures into Top (5%), Middle (6-50%) and Bottom (51-100%) segments. Cost acuity pyramids were built based on these segments for each fiscal year. The longitudinal healthcare expenditure trends of the complete study population, as well as each segment, were assessed by linear regression models. Patient flows throughout the segments of the cost acuity pyramids from year to year were modeled by Markov chains. The associated costs flows were quantified over a 2-year period.Results: Total healthcare cost of the study population nearly doubled from $17.7M in 2011 to $33.0M in 2015. This increasing trend was statistically significant (P=0.003) with an expected yearly cost increase of $3.6M. This growth was driven by a significantly higher cost increase in the Middle segment ($2.3M; P=0.002). The expected yearly costs increase of the Top and Bottom segments was $1.2M (P=0.008) and $0.1M (P=0.003) respectively, and both were statistically significant. The patients and cost flow analyses showed that 18% of patients moved up the cost acuity pyramid yearly, and their cost increased by 672% in contrast to 22% of patients who moved down with a cost decrease by 86%. The remaining 60% of patients stayed in the same segment from year to year, but their cost increased by 18%.Conclusions: While many healthcare organizations target costly intensive interventions for their most expensive patients, this analysis unveiled a potential cost savings opportunity by managing the patients in the lower cost segments that are at risk of moving up the cost acuity pyramid. To achieve this, data analytics that integrate longitudinal data from the EHR and home monitoring devices may help healthcare organizations to optimize resources by enabling clinicians to proactively manage patients in their home or community environments, beyond institutional settings and 30-60 day telehealth services."
Using Social Media to Generate and Collect Primary Data: The #ShowsWorkplaceCompassion Twitter Research Campaign,"Wendy Clyne, Sally Pezaro, Karen Deeny, Rosie Kneafsey",JMIR Public Health Surveill 2018;4(2):e41,"Background: Compassion is a core value embedded in the concept of quality in healthcare. The need for compassion toward healthcare staff in the workplace, for their own health and well-being and also to enable staff to deliver compassionate care for patients, is increasingly understood. However, we do not currently know how healthcare staff understand and characterize compassion toward themselves as opposed to patients.Objective: The aim of this study was to use social media for the generation and collection of primary data to gain understanding of the concept of workplace compassion.Methods: Tweets that contained the hashtag #ShowsWorkplaceCompassion were collected from Twitter and analyzed. The study took place between April 21 and May 21, 2016. Participants were self-selecting users of the social media service Twitter. The study was promoted by a number of routes: the National Health Service (NHS) England website, the personal Twitter accounts of the research team, internal NHS England communications, and via social media sharing. Participants were asked to contribute their views about what activities, actions, policies, philosophies or approaches demonstrate workplace compassion in healthcare using the hashtag #ShowsWorkplaceCompassion. All tweets including the research hashtag #ShowsWorkplaceCompassion were extracted from Twitter and studied using content analysis. Data concerning the frequency, nature, origin, and location of Web-based engagement with the research campaign were collected using Bitly (Bitly, Inc, USA) and Symplur (Symplur LLC, USA) software.Results: A total of 260 tweets were analyzed. Of the 251 statements within the tweets that were coded, 37.8% (95/251) of the statements concerned Leadership and Management aspects of workplace compassion, 29.5% (74/251) were grouped under the theme related to Values and Culture, 17.5% (44/251) of the statements related to Personalized Policies and Procedures that support workplace compassion, and 15.2% (38/251) of the statements concerned Activities and Actions that show workplace compassion. Content analysis showed that small acts of kindness, an embedded organizational culture of caring for one another, and recognition of the emotional and physical impact of healthcare work were the most frequently mentioned characteristics of workplace compassion in healthcare.Conclusions: This study presents a new and innovative research approach using Twitter. Although previous research has analyzed the nature and pattern of tweets retrospectively, this study used Twitter to both recruit participants and collect primary data."
"Assessment of Immunization Session Practices in Primary Healthcare Centers - Wasit Province, Iraq, 2016-17","Ali Amily, F Lami",iproc 2018;4(1):e10622,"Background: Annually, vaccines prevent more than 2.5 million child deaths globally. WHO and UNICEF estimates of immunization coverage in Iraq in 2016 revealed 63% for DTP3 and 66% for MCV1. Wasit is among governorates with a large number of under-immunized children, opening the door for many future outbreaks. Immunization session practices (ISPs), when maintained of high-quality, can ensure safer and more effective vaccination as well as higher coverage rates.Objective: The objective of this study was to assess ISPs in Primary Healthcare Centers (PHCs) in Wasit province.Methods: We conducted this cross-sectional study on 24(44%) PHCs in Wasit province, selected by simple random sampling. Based on WHO and the national guidelines, checklists were developed to assess 58 ISPs that were grouped into seven domains: vaccine and diluent management, cold chain management, session’s equipment, communication with clients and caregivers, vaccine preparation and administration, card review and registration and waste management. The score (out of 100%) was calculated for each domain in all selected PHCs, then the average for all domains was calculated in each PHC. The assessment was made by direct on-job observation of immunization sessions, through a single visit conducted to each PHC.Results: PHCs were ranging in their ISPs: 52-78%; with a mean of 67% (±8%). The highest scores were for the following domains: session’s equipment (88%), waste management (82%) and card review and registration (81%). The least achieving domains were: communication with clients and caregivers (36%) and cold chain management (38%). Vaccine preparation and administration was scoring 69%, whereas the score for vaccine and diluent management was only 50%.Conclusions: ISPs practiced in PHCs in Wasit province were far from the standard. National Expanded Program on Immunization should work on raising the capacity of vaccinators, particularly their communication skills with the clients and caregivers and the management of vaccines and cold chain."
My Team of Care Study: A Pilot Randomized Controlled Trial of a Web-Based Communication Tool for Collaborative Care in Patients With Advanced Cancer,"Teja Voruganti, Eva Grunfeld, Trevor Jamieson, Allison M Kurahashi, Bhadra Lokuge, Monika K Krzyzanowska, Muhammad Mamdani, Rahim Moineddin, Amna Husain",J Med Internet Res 2017;19(7):e219,"Background: The management of patients with complex care needs requires the expertise of health care providers from multiple settings and specialties. As such, there is a need for cross-setting, cross-disciplinary solutions that address deficits in communication and continuity of care. We have developed a Web-based tool for clinical collaboration, called Loop, which assembles the patient and care team in a virtual space for the purpose of facilitating communication around care management.Objective: The objectives of this pilot study were to evaluate the feasibility of integrating a tool like Loop into current care practices and to capture preliminary measures of the effect of Loop on continuity of care, quality of care, symptom distress, and health care utilization.Methods: We conducted an open-label pilot cluster randomized controlled trial allocating patients with advanced cancer (defined as stage III or IV disease) with ≥3 months prognosis, their participating health care team and caregivers to receive either the Loop intervention or usual care. Outcome data were collected from patients on a monthly basis for 3 months. Trial feasibility was measured with rate of uptake, as well as recruitment and system usage. The Picker Continuity of Care subscale, Palliative care Outcomes Scale, Edmonton Symptom Assessment Scale, and Ambulatory and Home Care Record were patient self-reported measures of continuity of care, quality of care, symptom distress, and health services utilization, respectively. We conducted a content analysis of messages posted on Loop to understand how the system was used.Results: Nineteen physicians (oncologists or palliative care physicians) were randomized to the intervention or control arms. One hundred twenty-seven of their patients with advanced cancer were approached and 48 patients enrolled. Of 24 patients in the intervention arm, 20 (83.3%) registered onto Loop. In the intervention and control arms, 12 and 11 patients completed three months of follow-up, respectively. A mean of 1.2 (range: 0 to 4) additional healthcare providers with an average total of 3 healthcare providers participated per team. An unadjusted between-arm increase of +11.4 was observed on the Picker scale in favor of the intervention arm. Other measures showed negligible changes. Loop was primarily used for medical care management, symptom reporting, and appointment coordination.Conclusions: The results of this study show that implementation of Loop was feasible. It provides useful information for planning future studies further examining effectiveness and team collaboration. Numerically higher scores were observed for the Loop arm relative to the control arm with respect to continuity of care. Future work is required to understand the incentives and barriers to participation so that the implementation of tools like Loop can be optimized.Trial Registration: ClinicalTrials.gov NCT02372994; https://clinicaltrials.gov/ct2/show/NCT02372994 (Archived by WebCite at http://www.webcitation.org/6r00L4Skb)."
A Smartphone Attention Bias Intervention for Individuals With Addictive Disorders: Protocol for a Feasibility Study,"Melvyn Wb Zhang, Jiangbo Ying, Syidda B Amron, Zaakira Mahreen, Guo Song, Daniel SS Fung, Helen Smith",JMIR Res Protoc 2018;7(11):e11822,"Background: Substance use disorders are highly prevalent globally. Relapse rates following conventional psychological interventions for substance use disorders remain high. Recent reviews have highlighted attentional and approach or avoidance biases to be responsible for multiple relapses. Other studies have reported the efficacy of interventions to modify biases. With advances in technologies, there are now mobile versions of conventional bias modification interventions. However, to date, no study has evaluated bias modification in a substance-using, non-Western sample. Existing evaluations of mobile technologies for the delivery of bias interventions are also limited to alcohol or tobacco use disorders.Objective: This study aims to examine the feasibility of mobile-based attention bias modification intervention among treatment-seeking individuals with substance use and alcohol use disorders.Methods: This is a feasibility study, in which inpatients who are in their rehabilitation phase of clinical management will be recruited. On each day that they are in the study, they will be required to complete a craving visual analogue scale and undertake both a visual probe-based assessment and and modification task in a smartphone app . Reaction time data will be collated for the computation of baseline attentional biases and to determine whether there is a reduction of attentional bias across the interventions. Feasibility will be determined by the number of participants recruited and participants’ adherence to the planned interventions up until the completion of their rehabilitation program and by the ability of the app in detecting baseline biases and changes in biases. Acceptability of the intervention will be assessed by a short questionnaire of users’ perceptions of the intervention. Statistical analyses will be performed using SPSS version 22.0, while qualitative analysis of the perspectives will be performed using NVivo version 10.0.Results: This study was approved by the National Healthcare Group Domain Specific Research Board, with approval number (2018/00316). Results will be disseminated by means of conferences and publications.Currently, we are in the process of recruitment for this study.Conclusions: To the best of our knowledge, this is the first study to evaluate the feasibility and acceptability of a mobile attention bias modification intervention for individuals with substance use disorders. The data pertaining to the feasibility and acceptability are undoubtedly crucial because they imply the potential use of mobile technologies in retraining attentional biases among inpatients admitted for medical-assisted detoxification and rehabilitation. Participants’ feedback pertaining to the ease of use, interactivity, and motivation to continue using the app is crucial because it will determine whether a codesign approach might be warranted to design an app that is acceptable for participants and that participants themselves would be motivated to use.registered-report: PRR1-10.2196/11822"
Use of Apps to Promote Childhood Vaccination: Protocol for a Systematic Review,"Michelle Helena Van Velthoven, Madison Milne-Ives, Caroline de Cock, Mary Mooney, Edward Meinert",JMIR Res Protoc 2020;9(2):e16929,"Background: The decline in the uptake of routine childhood vaccinations has resulted in outbreaks of vaccine-preventable diseases. Vaccination apps can be used as a tool to promote immunization through the provision of reminders, dissemination of information, peer support, and feedback.Objective: The aim of this review is to systematically review the evidence on the use of apps to support childhood vaccination uptake, information storage, and record sharing.Methods: We will identify relevant papers by searching the following electronic databases: PubMed, Embase by Ovid, Web of Science, Cochrane Central Register of Controlled Trials (CENTRAL), ClinicalTrials.gov, and Education Resources Information Center (ERIC). We will review the reference lists of those studies that we include to identify relevant additional papers not initially identified using our search strategy. In addition to the use of electronic databases, we will search for grey literature on the topic. The search strategy will include only terms relating to or describing the intervention, which is app use. As almost all titles and abstracts are in English, 100% of these will be reviewed, but retrieval will be confined to papers written in the English language. We will record the search outcome on a specifically designed record sheet. Two reviewers will select observational and intervention studies, appraise the quality of the studies, and extract the relevant data. All studies will involve the use of apps relating to child vaccinations. The primary outcome is the uptake of vaccinations. Secondary outcomes are as follows: (1) use of app for sharing of information and providing vaccination reminders and (2) use of app for storage of vaccination information; knowledge and decision making by parents regarding vaccination (ie, risks and benefits of vaccination); costs and cost-effectiveness of vaccination apps; use of the app and measures of usability (eg, usefulness, acceptability, and experiences of different users: parents and  health care professionals); use of technical standards for development of the app; and adverse events (eg, data leaks and misinformation). We will exclude studies that do not study an app. We anticipate a limited scope for meta-analysis and will provide a narrative overview of findings and tabular summaries of extracted data.Results: This project was funded by the Sir David Cooksey Fellowship in Healthcare Translation at the University of Oxford, Oxford, United Kingdom. We will submit the full systematic review for publication in the Journal of Medical Internet Research.Conclusions: This review will follow, where possible, the Cochrane Collaboration and the Centre for Review and Dissemination methodologies for conducting systematic reviews. We will report our findings based on guidelines from the Preferred Reporting Items for Systematic Reviews and Meta-Analyses (PRISMA) statement. The review results will be used to inform the development of a vaccination app.registered-report: PRR1-10.2196/16929"
Understanding and Addressing Variation in Health Care–Associated Infections After Durable Ventricular Assist Device Therapy: Protocol for a Mixed Methods Study,"P Paul Chandanabhumma, Michael D Fetters, Francis D Pagani, Preeti N Malani, John M Hollingsworth, Russell J Funk, Keith D Aaronson, Min Zhang, Robert L Kormos, Carol E Chenoweth, Supriya Shore, Tessa M F Watt, Lourdes Cabrera, Donald S Likosky",JMIR Res Protoc 2020;9(1):e14701,"Background: Durable ventricular assist device (VAD) therapy is reserved for patients with advanced heart failure who have a poor estimated 1-year survival. However, despite highly protocolized management processes, patients are at a unique risk for developing a health care–associated infection (HAI). Few studies have examined optimal strategies for HAI prevention after durable VAD implantation, despite variability in rates across centers and their impact on short- and long-term outcomes.Objective: The objective of this study is to develop recommendations for preventing the most significant HAIs after durable VAD implantation. The study has 3 specific aims: (1) identify determinants of center-level variability in HAI rates, (2) develop comprehensive understanding of barriers and facilitators for achieving low center-level HAI rates, and (3) develop and disseminate a best practices toolkit for preventing HAIs that accommodates various center contexts.Methods: This is a sequential mixed methods study starting with a cross-sectional assessment of current practices. To address aim 1, we will conduct (1) a systematic review of HAI prevention studies and (2) in-depth quantitative analyses using administrative claims, in-depth clinical data, and organizational surveys of VAD centers. For aim 2, we will apply a mixed methods patient tracer assessment framework to conduct semistructured interviews, field observations, and document analysis informed by findings from aim 1 at 5 high-performing (ie, low HAIs) and 5 low-performing (ie, high HAI) centers, which will be examined using a mixed methods case series analysis. For aim 3, we will build upon the findings from the previous aims to develop and field test an HAI preventive toolkit, acquire stakeholder input at an annual cardiac surgical conference, disseminate the final version to VAD centers nationwide, and conduct follow-up surveys to assess the toolkit’s adoption.Results: The project was funded by the Agency for Healthcare Research and Quality in 2018 and enrollment for the overall project is ongoing. Data analysis is currently under way and the first results are expected to be submitted for publication in 2019.Conclusions: This mixed methods study seeks to quantitatively assess the determinants of HAIs across clinical centers and qualitatively identify the context-specific facilitators and barriers for attaining low HAI rates. The mixed data findings will be used to develop and disseminate a stakeholder-acceptable toolkit of evidence-based HAI prevention recommendations that will accommodate the specific contexts and needs of VAD centers.registered-report: PRR1-10.2196/14701"
Developing a Model to Predict Hospital Encounters for Asthma in Asthmatic Patients: Secondary Analysis,"Gang Luo, Shan He, Bryan L Stone, Flory L Nkoy, Michael D Johnson",JMIR Med Inform 2020;8(1):e16080,"Background: As a major chronic disease, asthma causes many emergency department (ED) visits and hospitalizations each year. Predictive modeling is a key technology to prospectively identify high-risk asthmatic patients and enroll them in care management for preventive care to reduce future hospital encounters, including inpatient stays and ED visits. However, existing models for predicting hospital encounters in asthmatic patients are inaccurate. Usually, they miss over half of the patients who will incur future hospital encounters and incorrectly classify many others who will not. This makes it difficult to match the limited resources of care management to the patients who will incur future hospital encounters, increasing health care costs and degrading patient outcomes.Objective: The goal of this study was to develop a more accurate model for predicting hospital encounters in asthmatic patients.Methods: Secondary analysis of 334,564 data instances from Intermountain Healthcare from 2005 to 2018 was conducted to build a machine learning classification model to predict the hospital encounters for asthma in the following year in asthmatic patients. The patient cohort included all asthmatic patients who resided in Utah or Idaho and visited Intermountain Healthcare facilities during 2005 to 2018. A total of 235 candidate features were considered for model building.Results: The model achieved an area under the receiver operating characteristic curve of 0.859 (95% CI 0.846-0.871). When the cutoff threshold for conducting binary classification was set at the top 10.00% (1926/19,256) of asthmatic patients with the highest predicted risk, the model reached an accuracy of 90.31% (17,391/19,256; 95% CI 89.86-90.70), a sensitivity of 53.7% (436/812; 95% CI 50.12-57.18), and a specificity of 91.93% (16,955/18,444; 95% CI 91.54-92.31). To steer future research on this topic, we pinpointed several potential improvements to our model.Conclusions: Our model improves the state of the art for predicting hospital encounters for asthma in asthmatic patients. After further refinement, the model could be integrated into a decision support tool to guide asthma care management allocation.registered-report: RR2-10.2196/resprot.5039"
"Assessment of Water, Sanitation and Hygiene (WASH) within Healthcare Facilities in Selected Eastern Mediterranean Countries","Adel Al-Rawahneh, M Rawahnih, Y Khader",iproc 2018;4(1):e10543,"Background: Inadequate drinking water, sanitation, and hygiene (WASH) in health care facilities impacts the health, particularly in low and middle-income countries. There is limited knowledge on the status of WASH in such settings.Objective: The primary objective of this study was to assess WASH conditions in health care facilities in four EM countries; Jordan, Morocco, Lebanon, and Pakistan.Methods: This study was based on secondary data analysis of the regional study on WASH services in health facilities. Separate samples of health care facilities were selected from Jordan (19 hospitals), Morocco (8 hospitals), Lebanon (14 hospitals), and Pakistan (8 hospitals) and were assessed using the WHO/CEHA tool WSH in the health facilities assessment tool. The assessment tool consisted of items to assess the WSH services availability, adequacy, and functionality.Results: All health care facilities (100%) in Jordan and Morocco, 71.4% of hospitals in Lebanon and none of the hospitals in Pakistan had a safe water source. Overall, all hospitals in Jordan, Morocco, and Lebanon and 71.4 % of hospitals in Pakistan had improved and gender separated toilets in inpatients settings (One per 20 users). About 84.2% of hospitals in Jordan, none in Morocco, 28.6% in Lebanon, and all hospitals in Pakistan had sufficient improved and gender separated toilets in outpatients setting. Overall, 84.2% of hospitals had sufficient and functioning handwashing basins with soap and water and 79.0% of hospitals had sufficient showers. The majority of hospitals in the selected countries have a policy for the safe management of healthcare waste but inadequate training program on healthcare waste.Conclusions: WASH services are not well implemented in health care facilities of the selected countries. The countries have to develop and implement a monitoring system for WASH services or at least support inclusion of WASH services in routine monitoring of health care services."
"Evaluating the Effects of a Rent Subsidy and Mentoring Intervention for Youth Transitioning Out of Homelessness: Protocol for a Mixed Methods, Community-Based Pilot Randomized Controlled Trial","Naomi S Thulien, Nicole Kozloff, Elizabeth McCay, Rosane Nisenbaum, Andrea Wang, Stephen W Hwang",JMIR Res Protoc 2019;8(12):e15557,"Background: Although the risk factors associated with young people entering and becoming entrenched in street life have been thoroughly investigated, peer-reviewed evidence is scarce to nonexistent for rigorous interventions targeting social integration outcomes for young people who have experienced homelessness. From the limited research that has been done, emerging evidence signals that, although structural supports such as subsidized housing and social service providers are important, these resources alone are insufficient to help young people integrate into the mainstream society.Objective: The overarching aim of this study is to assess whether and how rent subsidies and mentorship influence social integration outcomes for formerly homeless young people living in market rent housing in 3 Canadian cities. The primary outcome measures for this study are community integration (psychological and physical) and self-esteem at 18 months. Secondary outcomes include social connectedness, hope, and academic and vocational participation at 18 months. Exploratory outcomes include income, perceived housing quality, engulfment, psychiatric symptoms, and participant perspectives of intervention barriers and facilitators.Methods: This is a convergent mixed methods, open-label, 2-arm parallel randomized controlled trial (RCT) with 1:1 allocation embedded within a community-based participatory action research (CBPAR) framework. The intervention will provide 24 young people (aged 16-26 years), who have transitioned out of homelessness and into market rent housing within the past year, with rent subsidies for 24 months. Half of the young people will also be randomly assigned an adult mentor who has been recruited and screened by 1 of our 3 community partners. Data collection will occur every 6 months, and participants will be followed for 30 months.Results: Ethical approval for this study has been obtained from the Providence, St Joseph’s, and St Michael’s Healthcare Research Ethics Board (number 18-251). Enrollment took place from April 2019 to September 2019. Preliminary analysis of the baseline quantitative and qualitative data is underway.Conclusions: This pilot RCT will be the first to test the impact of economic and social support on meaningful social integration for formerly homeless young people living in market rent housing. We believe that the mixed methods design will illuminate important contextual factors that must be considered if the intervention is to be scaled up and replicated elsewhere. Importantly, the CBPAR framework will incorporate the perspectives of the community, including formerly homeless young people, who are in the best position to determine what might work best in the context of their lives.Trial Registration: Clinicaltrials.gov NCT03779204; https://clinicaltrials.gov/ct2/show/NCT03779204."
"Versatile, Immersive, Creative and Dynamic Virtual 3-D Healthcare Learning Environments: A Review of the Literature",Margaret Mary Hansen,J Med Internet Res 2008;10(3):e26,Abstract is not available
Enhancing Video Chat Applications for Home Health Care,Steve Stutman,iproc 2016;2(1):e22,"Background: Estimates show that up to 87% of seniors would like to “age in place.” Often, such people are remote from their families and health care providers. Acquisition and telemetry of data and bio-signals from personal health care instrumentation is of great value, but we feel that this does not tell the complete story, because we are dealing with humans. A brief video chat, via personal computer, can usually provide a great deal of information concerning a person’s well-being. An individual’s mood, physical status, and energy level and the state of their surroundings can frequently be determined in a one-minute video chat. While these evaluations are qualitative, they can be very useful in answering the simple, important question “Is this person OK?” A video chat can also help build constructive social bonds between patients and providers because the telecommunication is no longer “faceless.” People who are aging in place are generally not the best computer users. Even if a person is proficient with the use of computers, issues with vision and manual dexterity can present obstacles to the use of video chat applications such as Skype. We have designed and implemented a low-cost system, comprised of a small “helper” program and a wired keypad, which operates with a personal computer and obviates the difficulties experienced by many less experienced and older users. Very simply, this system makes it easier for many people to communicate with their families and healthcare providers.Objective: Our goal was to simplify the use of video chat applications. A conventional desktop is often visually cluttered or has one application window obscuring another. Navigation with a mouse or other pointing device can be difficult for people with impaired vision and those with tremors, arthritis, or other dexterity limiting factors. We designed and built a “helper” program that, in conjunction with a dedicated large symbol keypad, lets a user initiate a video chat just by pressing a couple of buttons.Methods: At present we have conducted a small pilot study (N=8) with naïve computer users who want to video chat with family members. Participants in the study were chosen because they had difficulty initiating video chats. We asked this group to use our system and measured time required to initiate a video chat.Results: All subjects were able to initiate video chats in <30 seconds. The users were all able to terminate the chats when desired. In simple terms, the naïve users were able to start and end calls when they wanted to. Users expressed satisfaction at being able to control this aspect of their computers without technical support from others and enjoyed chat interactions.Conclusions: Video chat applications can be made simpler and easier to use, empowering a person who is aging in place to engage with family and healthcare providers."
Connecting Healthcare Providers With Patients Through Mobile Technology: Formula for Shared Decision Making and Improved Patient Outcomes,"Elaine Rudell, Patty Peterson, Sandeep Pulim, Andrea L Griffin, James D Bowen",iproc 2016;2(1):e3,"Background: Integration of mobile devices/health-related apps into medical practice is transforming healthcare. A 2015 Healthcare Information and Management Systems Society (HIMSS) technology survey of 238 respondents revealed ∼90% of healthcare providers utilize mobile devices to engage patients in their healthcare. A new app for clinicians, Multiple Sclerosis @Point of Care powered by IBM Watson, paired with the Multiple Sclerosis Association of America (MSAA) patient app, My MS Manager, is a practice-based tool designed to provide shared decision making between the clinician and patient, syncing patient data via a Health Insurance Portability and Accountability Act (HIPAA)-compliant mobile cloud platform. The Multiple Sclerosis @Point of Care IBM Watson cognitive learning tool answers questions clinicians pose at point of care to improve patient outcomes.Objective: This analysis evaluates how clinicians use Multiple Sclerosis @Point of Care, utilize our trained IBM Watson corpus, and benefit from the app. Additionally, the analysis assesses how patients use and benefit from the patient app and how both apps are used for shared decision making to improve patient care.Methods: To assess how clinicians utilize/value the Multiple Sclerosis @Point of Care and patient app as well as how patients connect with their clinicians utilizing the patient app, data collected from participating clinicians (∼11,000+) caring for multiple sclerosis (MS) patients and their participating patients were analyzed. The My MS Manager patient app provides a tool for patients to record their daily data regarding MS management and share this data with their clinician. Additionally, the clinician can access evidence-based answers at the time it is needed from the Multiple Sclerosis @Point of Care clinician app. Together, these facilitate shared decision-making at the point of care. Data included demographic information, clinician and patient monthly access frequency, clinicians’ questions posed to Multiple Sclerosis @Point of Care’s Ask Watson cognitive tool, clinicians’ self-reported impact of content on their patients’ health outcomes, number of registered patient app users, average active patient users/month, patient access frequency, patient record entries (including fatigue scale records), and patient perceived benefits.Results: Overall findings include that (1) clinicians and their patients use the Multiple Sclerosis @Point of Care clinician app and MSAA patient app, respectively, enabling clinicians to sync with their patients’ data to improve outcomes; (2) many clinicians agree the clinician app, Multiple Sclerosis @Point of Care, and the synched patient data from the My MS Manager app provide timely, relevant information that positively impacts their patients’ health outcomes; (3) increasing numbers of patients are using the patient app to enter their data, track their MS management, and share this data with their clinicians; and (4) the fatigue scale entries continue to increase and represent valuable information for their treating clinicians. Frequency of use reported by patients responding to this question show 77% access the patient app daily or weekly. Better fatigue management resulting from the use of the patient app was reported by 75% of patients responding to the survey.Conclusions: Clinicians engaged in learning utilizing Multiple Sclerosis @Point of Care currently number 10,627 unique users who spend an average of 8 minutes per visit. Around 86% of My MS Manager patient app users revealed the app has motivated them to discuss their MS management with their clinician. Management of MS is evolving rapidly and the findings of this analysis show Multiple Sclerosis @Point of Care and the My MS Manager patient app facilitate the interface of clinicians and MS patients for shared decision making that support strategies for practice change and improved patient outcomes through point of care accessibility."
"Solution to Detect, Classify, and Report Illicit Online Marketing and Sales of Controlled Substances via Twitter: Using Machine Learning and Web Forensics to Combat Digital Opioid Access","Tim Ken Mackey, Janani Kalyanam, Josh Klugman, Ella Kuzmenko, Rashmi Gupta",J Med Internet Res 2018;20(4):e10029,"Background: On December 6 and 7, 2017, the US Department of Health and Human Services (HHS) hosted its first Code-a-Thon event aimed at leveraging technology and data-driven solutions to help combat the opioid epidemic. The authors—an interdisciplinary team from academia, the private sector, and the US Centers for Disease Control and Prevention—participated in the Code-a-Thon as part of the prevention track.Objective: The aim of this study was to develop and deploy a methodology using machine learning to accurately detect the marketing and sale of opioids by illicit online sellers via Twitter as part of participation at the HHS Opioid Code-a-Thon event.Methods: Tweets were collected from the Twitter public application programming interface stream filtered for common prescription opioid keywords in conjunction with participation in the Code-a-Thon from November 15, 2017 to December 5, 2017. An unsupervised machine learning–based approach was developed and used during the Code-a-Thon competition (24 hours) to obtain a summary of the content of the tweets to isolate those clusters associated with illegal online marketing and sale using a biterm topic model (BTM). After isolating relevant tweets, hyperlinks associated with these tweets were reviewed to assess the characteristics of illegal online sellers.Results: We collected and analyzed 213,041 tweets over the course of the Code-a-Thon containing keywords codeine, percocet, vicodin, oxycontin, oxycodone, fentanyl, and hydrocodone. Using BTM, 0.32% (692/213,041) tweets were identified as being associated with illegal online marketing and sale of prescription opioids. After removing duplicates and dead links, we identified 34 unique “live” tweets, with 44% (15/34) directing consumers to illicit online pharmacies, 32% (11/34) linked to individual drug sellers, and 21% (7/34) used by marketing affiliates. In addition to offering the “no prescription” sale of opioids, many of these vendors also sold other controlled substances and illicit drugs.Conclusions: The results of this study are in line with prior studies that have identified social media platforms, including Twitter, as a potential conduit for supply and sale of illicit opioids. To translate these results into action, authors also developed a prototype wireframe for the purposes of detecting, classifying, and reporting illicit online pharmacy tweets selling controlled substances illegally to the US Food and Drug Administration and the US Drug Enforcement Agency. Further development of solutions based on these methods has the potential to proactively alert regulators and law enforcement agencies of illegal opioid sales, while also making the online environment safer for the public."
Predicting Appropriate Hospital Admission of Emergency Department Patients with Bronchiolitis: Secondary Analysis,"Gang Luo, Bryan L Stone, Flory L Nkoy, Shan He, Michael D Johnson",JMIR Med Inform 2019;7(1):e12591,"Background: In children below the age of 2 years, bronchiolitis is the most common reason for hospitalization. Each year in the United States, bronchiolitis causes 287,000 emergency department visits, 32%-40% of which result in hospitalization. Due to a lack of evidence and objective criteria for managing bronchiolitis, clinicians often make emergency department disposition decisions on hospitalization or discharge to home subjectively, leading to large practice variation. Our recent study provided the first operational definition of appropriate hospital admission for emergency department patients with bronchiolitis and showed that 6.08% of emergency department disposition decisions for bronchiolitis were inappropriate. An accurate model for predicting appropriate hospital admission can guide emergency department disposition decisions for bronchiolitis and improve outcomes, but has not been developed thus far.Objective: The objective of this study was to develop a reasonably accurate model for predicting appropriate hospital admission.Methods: Using Intermountain Healthcare data from 2011-2014, we developed the first machine learning classification model to predict appropriate hospital admission for emergency department patients with bronchiolitis.Results: Our model achieved an accuracy of 90.66% (3242/3576, 95% CI: 89.68-91.64), a sensitivity of 92.09% (1083/1176, 95% CI: 90.33-93.56), a specificity of 89.96% (2159/2400, 95% CI: 88.69-91.17), and an area under the receiver operating characteristic curve of 0.960 (95% CI: 0.954-0.966). We identified possible improvements to the model to guide future research on this topic.Conclusions: Our model has good accuracy for predicting appropriate hospital admission for emergency department patients with bronchiolitis. With further improvement, our model could serve as a foundation for building decision-support tools to guide disposition decisions for children with bronchiolitis presenting to emergency departments.registered-report: RR2-10.2196/resprot.5155"
